#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
4110000      2.12e-02    3.83e-02      8.87e-04    2.79e-03      1.84e-02    2.40e-02    7.8e-08
4111000      2.33e-02    4.48e-02      2.97e-04    1.77e-03      2.22e-02    3.93e-02    7.8e-08
4112000      3.37e-02    3.20e-02      1.01e-04    1.04e-03      3.24e-02    2.90e-02    7.8e-08
4113000      3.84e-02    2.86e-02      3.64e-04    6.63e-04      3.68e-02    2.67e-02    7.8e-08
4114000      2.32e-02    4.91e-02      4.36e-04    2.49e-03      2.19e-02    4.02e-02    7.8e-08
4115000      4.42e-02    3.19e-02      2.44e-03    7.13e-04      3.49e-02    2.99e-02    7.7e-08
4116000      1.09e-01    3.11e-02      1.06e-03    1.54e-04      1.04e-01    2.99e-02    7.7e-08
4117000      2.93e-02    3.24e-02      7.50e-04    8.21e-04      2.72e-02    3.02e-02    7.7e-08
4118000      6.42e-02    3.82e-02      2.67e-04    2.72e-03      6.19e-02    2.48e-02    7.7e-08
4119000      4.46e-02    2.18e-02      2.47e-03    1.96e-04      3.52e-02    2.09e-02    7.7e-08
4120000      2.91e-02    4.49e-02      9.80e-06    1.32e-03      2.80e-02    4.12e-02    7.6e-08
4121000      7.10e-02    1.87e-02      3.53e-03    1.92e-05      5.86e-02    1.80e-02    7.6e-08
4122000      4.06e-02    4.15e-02      2.10e-03    2.21e-04      3.31e-02    4.00e-02    7.6e-08
4123000      1.29e-02    2.87e-02      1.33e-04    4.15e-05      1.24e-02    2.77e-02    7.6e-08
4124000      3.72e-02    3.57e-02      2.74e-03    9.11e-04      2.31e-02    3.32e-02    7.6e-08
4125000      2.01e-02    3.49e-02      1.37e-04    1.83e-03      1.94e-02    2.82e-02    7.5e-08
4126000      1.13e-01    2.47e-02      1.60e-03    5.58e-04      1.08e-01    2.32e-02    7.5e-08
4127000      2.93e-02    3.41e-02      5.36e-05    9.97e-04      2.82e-02    3.13e-02    7.5e-08
4128000      4.22e-02    2.33e-02      1.38e-03    1.26e-03      3.82e-02    1.86e-02    7.5e-08
4129000      2.93e-02    4.35e-02      1.76e-03    1.02e-03      2.21e-02    4.07e-02    7.5e-08
4130000      1.90e-02    2.11e-02      4.84e-04    8.93e-05      1.77e-02    2.04e-02    7.4e-08
4131000      6.81e-02    2.04e-02      1.17e-03    7.38e-04      6.47e-02    1.83e-02    7.4e-08
4132000      3.02e-02    5.49e-02      4.93e-04    1.67e-03      2.87e-02    5.02e-02    7.4e-08
4133000      3.96e-02    5.28e-02      6.77e-04    2.80e-03      3.76e-02    4.25e-02    7.4e-08
4134000      1.39e-02    5.68e-02      4.36e-04    2.20e-03      1.27e-02    5.02e-02    7.4e-08
4135000      2.97e-02    4.33e-02      3.59e-04    1.71e-03      2.85e-02    3.82e-02    7.3e-08
4136000      8.25e-02    4.71e-02      4.49e-03    2.31e-03      6.57e-02    3.91e-02    7.3e-08
4137000      9.05e-02    2.25e-02      9.78e-04    9.90e-04      8.68e-02    1.94e-02    7.3e-08
4138000      3.20e-02    4.57e-02      4.37e-04    1.01e-03      3.06e-02    4.29e-02    7.3e-08
4139000      2.19e-02    6.00e-02      3.46e-04    1.85e-03      2.08e-02    5.49e-02    7.3e-08
4140000      2.99e-02    5.39e-02      1.85e-03    2.65e-03      2.21e-02    4.47e-02    7.2e-08
4141000      1.30e-02    1.27e-02      1.85e-04    2.54e-04      1.25e-02    1.20e-02    7.2e-08
4142000      2.15e-02    3.95e-02      6.00e-05    7.55e-04      2.07e-02    3.74e-02    7.2e-08
4143000      9.56e-02    8.17e-02      5.11e-03    2.27e-03      7.68e-02    7.56e-02    7.2e-08
4144000      2.38e-02    3.42e-02      1.90e-04    1.82e-03      2.29e-02    2.75e-02    7.2e-08
4145000      3.41e-02    3.84e-02      2.46e-04    1.76e-03      3.29e-02    3.27e-02    7.2e-08
4146000      2.46e-02    5.12e-02      1.24e-03    1.25e-03      2.03e-02    4.79e-02    7.2e-08
4147000      4.09e-02    6.55e-02      3.55e-03    2.67e-03      1.71e-02    5.74e-02    7.2e-08
4148000      2.75e-02    8.36e-02      1.68e-03    2.40e-03      2.06e-02    7.71e-02    7.2e-08
4149000      1.21e-01    4.15e-02      8.07e-03    1.88e-04      8.46e-02    4.01e-02    7.2e-08
4150000      5.89e-02    2.46e-02      2.28e-03    3.09e-04      5.21e-02    2.36e-02    7.1e-08
4151000      3.64e-02    3.41e-02      4.79e-04    2.06e-03      3.49e-02    2.57e-02    7.1e-08
4152000      6.44e-02    4.61e-02      6.12e-04    1.43e-03      6.19e-02    4.21e-02    7.1e-08
4153000      7.84e-02    1.97e-02      1.37e-03    2.65e-04      7.45e-02    1.88e-02    7.1e-08
4154000      4.06e-02    2.12e-02      2.05e-03    2.18e-05      3.33e-02    2.05e-02    7.1e-08
4155000      2.14e-02    5.37e-02      9.03e-04    3.33e-03      1.86e-02    3.98e-02    7.0e-08
4156000      3.08e-02    3.01e-02      7.78e-04    1.25e-03      2.88e-02    2.63e-02    7.0e-08
4157000      5.76e-02    2.19e-02      3.03e-03    1.93e-04      4.65e-02    2.11e-02    7.0e-08
4158000      3.07e-02    8.02e-02      2.92e-04    2.03e-03      2.95e-02    7.48e-02    7.0e-08
4159000      5.23e-02    2.79e-02      1.62e-03    3.71e-04      4.79e-02    2.67e-02    7.0e-08
4160000      1.17e-01    3.83e-02      1.02e-02    2.98e-03      4.90e-02    2.18e-02    6.9e-08
4161000      3.16e-02    4.11e-02      3.98e-04    8.60e-04      3.03e-02    3.88e-02    6.9e-08
4162000      3.50e-02    3.80e-02      8.71e-05    8.71e-04      3.39e-02    3.57e-02    6.9e-08
4163000      8.88e-02    3.23e-02      2.83e-03    8.33e-04      8.11e-02    3.01e-02    6.9e-08
4164000      2.51e-02    4.38e-02      4.20e-04    2.63e-03      2.39e-02    3.31e-02    6.9e-08
4165000      3.03e-02    2.50e-02      3.18e-04    3.02e-04      2.91e-02    2.40e-02    6.8e-08
4166000      4.08e-02    2.31e-02      2.12e-03    1.57e-03      3.33e-02    1.57e-02    6.8e-08
4167000      1.02e-01    5.11e-02      3.73e-03    3.09e-03      9.11e-02    3.84e-02    6.8e-08
4168000      2.53e-02    4.72e-02      1.81e-03    3.37e-03      1.63e-02    3.06e-02    6.8e-08
4169000      3.92e-02    3.07e-02      2.88e-03    1.24e-03      2.44e-02    2.69e-02    6.8e-08
4170000      4.67e-02    1.66e-02      1.39e-03    2.76e-04      4.30e-02    1.58e-02    6.8e-08
4171000      4.02e-02    8.68e-03      2.08e-03    1.34e-04      3.29e-02    8.29e-03    6.8e-08
4172000      2.49e-02    3.02e-02      5.39e-04    1.18e-04      2.35e-02    2.92e-02    6.8e-08
4173000      5.45e-02    6.07e-02      2.72e-03    4.04e-03      4.52e-02    4.24e-02    6.8e-08
4174000      3.35e-02    2.89e-02      1.01e-03    2.11e-03      3.08e-02    1.82e-02    6.8e-08
4175000      3.01e-02    5.61e-02      1.02e-04    2.59e-03      2.91e-02    4.76e-02    6.7e-08
4176000      2.04e-02    4.51e-02      5.36e-05    1.39e-04      1.97e-02    4.36e-02    6.7e-08
4177000      3.92e-02    2.87e-02      2.37e-03    2.13e-04      2.95e-02    2.77e-02    6.7e-08
4178000      2.50e-02    2.87e-02      1.17e-03    1.35e-03      2.12e-02    2.43e-02    6.7e-08
4179000      4.69e-02    4.28e-02      2.22e-03    2.53e-03      3.95e-02    3.27e-02    6.7e-08
4180000      4.61e-02    1.90e-02      2.32e-03    5.31e-04      3.80e-02    1.76e-02    6.6e-08
4181000      3.00e-02    2.65e-02      2.09e-03    1.36e-03      2.00e-02    2.17e-02    6.6e-08
4182000      4.39e-02    5.27e-02      2.06e-03    1.51e-03      3.71e-02    4.88e-02    6.6e-08
4183000      3.44e-02    3.84e-02      1.53e-04    6.34e-04      3.33e-02    3.66e-02    6.6e-08
4184000      4.21e-02    2.17e-02      6.99e-04    2.55e-04      4.01e-02    2.08e-02    6.6e-08
4185000      6.60e-02    2.84e-02      4.01e-03    1.51e-04      4.96e-02    2.75e-02    6.5e-08
4186000      3.46e-02    4.24e-02      1.11e-03    1.35e-03      3.16e-02    3.87e-02    6.5e-08
4187000      5.02e-02    2.30e-02      2.36e-03    4.46e-04      4.24e-02    2.18e-02    6.5e-08
4188000      3.08e-02    6.68e-02      1.33e-03    2.97e-05      2.67e-02    6.47e-02    6.5e-08
4189000      4.43e-02    4.67e-02      1.75e-03    8.54e-04      3.92e-02    4.45e-02    6.5e-08
4190000      4.40e-02    2.99e-02      3.45e-03    1.13e-03      2.47e-02    2.67e-02    6.5e-08
4191000      1.74e-02    3.18e-02      1.84e-04    7.45e-04      1.67e-02    2.99e-02    6.5e-08
4192000      9.21e-02    2.66e-02      4.81e-03    3.86e-04      7.50e-02    2.55e-02    6.5e-08
4193000      9.97e-02    2.38e-02      8.82e-03    1.70e-04      3.81e-02    2.30e-02    6.5e-08
4194000      2.05e-02    3.70e-02      1.50e-04    3.10e-03      1.98e-02    1.76e-02    6.5e-08
4195000      2.50e-02    4.73e-02      6.00e-04    3.65e-03      2.35e-02    2.75e-02    6.4e-08
4196000      7.33e-02    1.56e-02      1.62e-03    1.63e-04      6.91e-02    1.50e-02    6.4e-08
4197000      2.02e-02    1.86e-02      9.26e-05    9.29e-04      1.96e-02    1.54e-02    6.4e-08
4198000      2.48e-02    3.62e-02      1.30e-03    1.25e-03      2.01e-02    3.28e-02    6.4e-08
4199000      1.82e-02    2.21e-02      3.49e-04    3.50e-04      1.73e-02    2.12e-02    6.4e-08
4200000      2.58e-02    4.20e-02      5.75e-04    1.50e-03      2.44e-02    3.78e-02    6.3e-08
4201000      9.49e-02    1.02e-02      5.12e-03    6.90e-05      7.63e-02    9.84e-03    6.3e-08
4202000      5.76e-02    3.01e-02      5.52e-04    3.51e-04      5.56e-02    2.90e-02    6.3e-08
4203000      3.94e-02    3.75e-02      1.81e-03    1.46e-03      3.35e-02    3.32e-02    6.3e-08
4204000      4.06e-02    9.58e-03      7.29e-04    2.03e-04      3.87e-02    9.07e-03    6.3e-08
4205000      3.10e-02    2.30e-02      1.74e-05    1.35e-03      3.00e-02    1.77e-02    6.2e-08
4206000      9.83e-02    2.78e-02      8.33e-03    9.44e-04      4.52e-02    2.52e-02    6.2e-08
4207000      2.75e-02    2.52e-02      4.67e-05    1.02e-03      2.67e-02    2.22e-02    6.2e-08
4208000      3.91e-02    4.68e-02      2.56e-04    3.84e-03      3.79e-02    2.36e-02    6.2e-08
4209000      3.80e-02    2.49e-02      3.57e-04    4.59e-05      3.67e-02    2.42e-02    6.2e-08
4210000      1.56e-02    4.57e-02      4.19e-04    1.07e-03      1.45e-02    4.30e-02    6.2e-08
4211000      3.66e-02    7.52e-02      5.93e-04    3.56e-03      3.51e-02    6.36e-02    6.2e-08
4212000      1.12e-01    2.45e-02      9.49e-03    1.41e-04      5.24e-02    2.37e-02    6.2e-08
4213000      7.03e-02    2.23e-02      3.06e-03    5.38e-04      6.08e-02    2.10e-02    6.2e-08
4214000      6.31e-02    2.89e-02      3.58e-04    9.83e-04      6.11e-02    2.62e-02    6.2e-08
4215000      3.55e-02    2.26e-02      9.57e-05    4.79e-04      3.45e-02    2.14e-02    6.1e-08
4216000      3.28e-02    9.25e-02      8.98e-04    3.18e-03      3.05e-02    8.39e-02    6.1e-08
4217000      2.19e-02    2.05e-02      1.99e-04    4.45e-04      2.12e-02    1.94e-02    6.1e-08
4218000      2.68e-02    3.76e-02      3.04e-04    3.92e-04      2.59e-02    3.63e-02    6.1e-08
4219000      3.92e-02    3.57e-02      2.38e-03    5.76e-04      2.95e-02    3.42e-02    6.1e-08
4220000      2.36e-02    1.98e-02      6.45e-04    3.55e-04      2.20e-02    1.89e-02    6.0e-08
4221000      2.27e-02    2.69e-02      1.54e-04    5.05e-05      2.20e-02    2.61e-02    6.0e-08
4222000      3.33e-02    2.95e-02      1.01e-03    1.58e-03      3.07e-02    2.39e-02    6.0e-08
4223000      9.45e-02    2.92e-02      4.94e-03    1.52e-03      7.70e-02    2.39e-02    6.0e-08
4224000      1.82e-02    1.49e-02      7.76e-04    6.44e-04      1.58e-02    1.29e-02    6.0e-08
4225000      2.22e-02    2.78e-02      3.16e-04    1.07e-03      2.13e-02    2.47e-02    6.0e-08
4226000      3.62e-02    5.20e-02      1.09e-03    3.31e-03      3.33e-02    3.79e-02    6.0e-08
4227000      3.08e-02    3.83e-02      2.62e-03    1.73e-03      1.40e-02    3.29e-02    6.0e-08
4228000      7.89e-02    1.92e-02      3.25e-03    2.54e-04      6.92e-02    1.85e-02    6.0e-08
4229000      2.98e-02    5.27e-02      1.33e-03    1.55e-03      2.57e-02    4.88e-02    6.0e-08
4230000      6.62e-02    1.25e-02      1.23e-03    3.91e-05      6.32e-02    1.22e-02    5.9e-08
4231000      3.62e-02    5.36e-02      2.57e-03    3.97e-03      2.37e-02    3.33e-02    5.9e-08
4232000      3.40e-02    2.09e-02      1.68e-03    3.30e-04      2.83e-02    2.00e-02    5.9e-08
4233000      8.20e-02    2.77e-02      4.35e-03    7.49e-04      6.64e-02    2.58e-02    5.9e-08
4234000      2.05e-02    4.82e-02      1.69e-04    2.47e-03      1.99e-02    3.96e-02    5.9e-08
4235000      3.11e-02    4.70e-02      2.21e-04    8.93e-04      3.01e-02    4.48e-02    5.8e-08
4236000      4.64e-02    4.45e-02      2.45e-03    2.04e-03      3.77e-02    3.80e-02    5.8e-08
4237000      5.36e-02    2.27e-02      2.60e-03    8.38e-04      4.50e-02    2.04e-02    5.8e-08
4238000      5.34e-02    1.43e-02      2.55e-03    3.67e-04      4.50e-02    1.34e-02    5.8e-08
4239000      3.92e-02    1.84e-02      4.61e-04    4.95e-04      3.78e-02    1.72e-02    5.8e-08
4240000      1.53e-01    3.89e-02      1.14e-02    1.77e-03      9.42e-02    3.34e-02    5.8e-08
4241000      3.68e-02    1.39e-02      3.49e-04    1.10e-03      3.56e-02    7.78e-03    5.8e-08
4242000      2.48e-02    2.92e-02      2.50e-04    5.77e-05      2.40e-02    2.84e-02    5.8e-08
4243000      1.17e-02    7.07e-02      2.96e-04    4.83e-03      1.10e-02    4.84e-02    5.8e-08
4244000      3.92e-02    2.35e-02      5.55e-04    2.09e-04      3.78e-02    2.27e-02    5.8e-08
4245000      2.13e-02    2.09e-02      1.24e-03    5.26e-04      1.65e-02    1.97e-02    5.7e-08
4246000      4.30e-02    2.87e-02      1.96e-03    3.70e-04      3.68e-02    2.76e-02    5.7e-08
4247000      3.10e-02    3.05e-02      2.93e-04    2.80e-04      3.00e-02    2.95e-02    5.7e-08
4248000      2.26e-02    3.06e-02      3.11e-04    9.56e-05      2.18e-02    2.97e-02    5.7e-08
4249000      4.71e-02    2.21e-02      2.36e-03    1.81e-04      3.91e-02    2.14e-02    5.7e-08
4250000      2.50e-02    5.06e-02      4.79e-04    2.98e-03      2.39e-02    3.89e-02    5.6e-08
4251000      3.05e-02    2.99e-02      1.56e-04    8.13e-04      2.97e-02    2.80e-02    5.6e-08
4252000      2.17e-02    2.88e-02      1.43e-03    2.03e-04      1.54e-02    2.79e-02    5.6e-08
4253000      1.71e-02    2.85e-02      1.58e-04    1.40e-03      1.66e-02    2.38e-02    5.6e-08
4254000      8.23e-02    2.85e-02      4.49e-03    6.35e-04      6.59e-02    2.70e-02    5.6e-08
4255000      1.06e-01    1.61e-02      8.12e-03    3.71e-04      6.30e-02    1.52e-02    5.6e-08
4256000      2.42e-02    3.75e-02      4.95e-04    2.25e-03      2.30e-02    2.85e-02    5.6e-08
4257000      1.52e-01    3.28e-02      1.12e-02    3.66e-04      9.61e-02    3.18e-02    5.6e-08
4258000      1.59e-02    2.43e-02      1.09e-04    3.79e-04      1.54e-02    2.33e-02    5.6e-08
4259000      1.32e-01    1.72e-02      7.02e-03    7.97e-04      1.08e-01    1.46e-02    5.6e-08
4260000      6.34e-02    2.13e-02      6.44e-04    3.93e-04      6.14e-02    2.04e-02    5.5e-08
4261000      3.23e-02    1.93e-02      2.79e-04    1.23e-04      3.13e-02    1.87e-02    5.5e-08
4262000      4.73e-02    5.55e-02      1.81e-03    1.03e-03      4.23e-02    5.30e-02    5.5e-08
4263000      5.78e-02    3.45e-02      2.98e-03    1.50e-03      4.75e-02    2.99e-02    5.5e-08
4264000      3.91e-02    2.78e-02      5.82e-04    5.38e-05      3.76e-02    2.71e-02    5.5e-08
4265000      2.81e-02    3.34e-02      3.98e-04    3.80e-06      2.71e-02    3.25e-02    5.4e-08
4266000      3.27e-02    4.51e-02      2.83e-03    1.40e-03      1.40e-02    4.16e-02    5.4e-08
4267000      2.91e-02    1.86e-02      1.23e-03    4.33e-04      2.55e-02    1.76e-02    5.4e-08
4268000      2.33e-02    2.67e-02      4.26e-04    2.28e-03      2.23e-02    1.18e-02    5.4e-08
4269000      4.05e-02    1.70e-02      8.85e-04    4.04e-04      3.84e-02    1.61e-02    5.4e-08
4270000      1.83e-02    1.56e-02      1.04e-03    4.17e-04      1.44e-02    1.46e-02    5.4e-08
4271000      1.43e-02    3.67e-02      2.68e-04    1.51e-03      1.37e-02    3.23e-02    5.4e-08
4272000      5.33e-02    3.51e-02      1.80e-03    1.30e-03      4.86e-02    3.15e-02    5.4e-08
4273000      2.58e-02    2.57e-02      6.08e-05    5.26e-04      2.51e-02    2.44e-02    5.4e-08
4274000      4.32e-02    5.13e-02      1.92e-03    1.62e-03      3.73e-02    4.71e-02    5.4e-08
4275000      5.84e-02    8.74e-03      2.91e-03    1.11e-04      4.87e-02    8.44e-03    5.3e-08
4276000      1.55e-02    2.55e-02      6.42e-05    3.49e-04      1.51e-02    2.46e-02    5.3e-08
4277000      2.41e-02    4.80e-02      1.84e-05    2.74e-03      2.35e-02    3.76e-02    5.3e-08
4278000      3.19e-02    2.13e-02      5.31e-05    1.59e-04      3.11e-02    2.07e-02    5.3e-08
4279000      1.94e-02    2.42e-02      6.75e-05    2.54e-04      1.89e-02    2.34e-02    5.3e-08
4280000      3.57e-02    3.86e-02      3.46e-04    1.29e-03      3.46e-02    3.53e-02    5.2e-08
4281000      1.46e-01    2.73e-02      1.08e-02    3.98e-04      9.15e-02    2.63e-02    5.2e-08
4282000      2.00e-02    2.05e-02      1.39e-05    2.51e-04      1.95e-02    1.98e-02    5.2e-08
4283000      4.05e-02    3.30e-02      8.53e-04    1.98e-04      3.85e-02    3.21e-02    5.2e-08
4284000      1.84e-02    3.41e-02      2.10e-04    1.64e-03      1.78e-02    2.88e-02    5.2e-08
4285000      2.75e-02    1.83e-02      1.65e-03    5.04e-05      2.10e-02    1.78e-02    5.2e-08
4286000      4.50e-02    6.49e-02      1.90e-03    1.87e-03      3.94e-02    6.04e-02    5.2e-08
4287000      4.29e-02    2.97e-02      1.90e-04    6.08e-04      4.18e-02    2.83e-02    5.2e-08
4288000      6.64e-02    2.00e-02      3.45e-03    1.17e-04      5.45e-02    1.95e-02    5.2e-08
4289000      2.54e-02    3.76e-02      8.04e-05    1.47e-05      2.47e-02    3.66e-02    5.2e-08
4290000      4.07e-02    3.03e-02      8.93e-04    1.08e-03      3.86e-02    2.74e-02    5.1e-08
4291000      6.23e-02    2.01e-02      8.38e-04    8.67e-05      6.02e-02    1.96e-02    5.1e-08
4292000      2.92e-02    3.98e-02      5.44e-05    2.30e-03      2.84e-02    3.11e-02    5.1e-08
4293000      1.38e-01    3.54e-02      1.03e-02    9.52e-06      8.51e-02    3.45e-02    5.1e-08
4294000      2.83e-02    5.61e-02      9.34e-04    1.75e-03      2.59e-02    5.17e-02    5.1e-08
4295000      5.46e-02    2.04e-02      4.71e-04    5.43e-04      5.31e-02    1.91e-02    5.1e-08
4296000      4.17e-02    2.01e-02      1.44e-03    1.30e-04      3.80e-02    1.96e-02    5.1e-08
4297000      1.72e-02    3.22e-02      1.14e-04    5.07e-04      1.68e-02    3.10e-02    5.1e-08
4298000      3.57e-02    4.74e-02      1.15e-03    2.36e-03      3.28e-02    3.95e-02    5.1e-08
4299000      7.06e-02    2.73e-02      5.66e-03    6.95e-04      3.80e-02    2.57e-02    5.1e-08
4300000      3.09e-02    4.49e-02      2.92e-04    1.11e-03      3.00e-02    4.23e-02    5.0e-08
4301000      4.05e-02    3.93e-02      8.41e-04    1.42e-03      3.86e-02    3.56e-02    5.0e-08
4302000      3.70e-02    5.80e-02      3.11e-03    1.40e-03      1.76e-02    5.48e-02    5.0e-08
4303000      3.97e-02    2.40e-02      1.97e-03    2.90e-05      3.32e-02    2.34e-02    5.0e-08
4304000      4.85e-02    3.34e-02      4.61e-04    6.18e-04      4.71e-02    3.20e-02    5.0e-08
4305000      9.01e-02    3.06e-02      5.36e-03    9.71e-04      6.91e-02    2.82e-02    5.0e-08
4306000      1.02e-01    2.18e-02      7.45e-03    6.21e-04      6.42e-02    2.03e-02    5.0e-08
4307000      3.49e-02    5.22e-02      1.89e-03    2.36e-03      2.82e-02    4.50e-02    5.0e-08
4308000      2.91e-02    1.78e-02      1.00e-03    5.03e-05      2.65e-02    1.73e-02    5.0e-08
4309000      2.41e-02    2.35e-02      1.08e-03    8.69e-04      2.08e-02    2.11e-02    5.0e-08
4310000      1.82e-02    2.95e-02      1.69e-04    4.52e-04      1.77e-02    2.84e-02    4.9e-08
4311000      1.11e-02    2.57e-02      7.58e-05    2.00e-04      1.08e-02    2.50e-02    4.9e-08
4312000      4.92e-02    2.36e-02      8.23e-04    2.97e-06      4.73e-02    2.31e-02    4.9e-08
4313000      3.53e-02    1.90e-02      1.34e-04    8.72e-04      3.45e-02    1.64e-02    4.9e-08
4314000      1.88e-02    2.23e-02      3.14e-04    2.79e-04      1.81e-02    2.16e-02    4.9e-08
4315000      1.04e-01    1.65e-02      1.20e-05    3.66e-06      1.01e-01    1.61e-02    4.8e-08
4316000      2.14e-02    4.12e-02      3.44e-04    2.52e-03      2.07e-02    3.11e-02    4.8e-08
4317000      3.28e-02    6.16e-02      9.44e-04    8.08e-04      3.06e-02    5.96e-02    4.8e-08
4318000      3.74e-02    1.86e-02      8.48e-04    1.35e-04      3.55e-02    1.81e-02    4.8e-08
4319000      2.03e-02    3.70e-02      6.90e-04    3.87e-04      1.86e-02    3.59e-02    4.8e-08
4320000      4.40e-02    1.90e-02      2.02e-03    3.55e-04      3.77e-02    1.82e-02    4.8e-08
4321000      5.74e-02    3.37e-02      3.01e-03    1.15e-04      4.70e-02    3.29e-02    4.8e-08
4322000      3.04e-02    3.99e-02      1.13e-03    8.82e-04      2.74e-02    3.80e-02    4.8e-08
4323000      2.20e-02    2.21e-02      9.88e-04    7.29e-04      1.90e-02    2.02e-02    4.8e-08
4324000      6.67e-02    5.23e-02      3.68e-03    8.50e-04      5.34e-02    5.04e-02    4.8e-08
4325000      2.34e-02    4.83e-02      9.74e-04    2.09e-03      2.07e-02    4.21e-02    4.7e-08
4326000      1.84e-02    3.62e-02      1.79e-04    5.88e-04      1.79e-02    3.48e-02    4.7e-08
4327000      2.42e-02    2.49e-02      1.04e-03    9.14e-04      2.12e-02    2.25e-02    4.7e-08
4328000      5.32e-02    3.99e-02      2.60e-03    2.48e-03      4.48e-02    2.98e-02    4.7e-08
4329000      1.48e-02    1.18e-02      6.01e-05    5.69e-06      1.45e-02    1.15e-02    4.7e-08
4330000      2.85e-02    2.68e-02      8.16e-04    1.22e-03      2.65e-02    2.31e-02    4.7e-08
4331000      3.08e-02    2.80e-02      1.85e-03    6.41e-04      2.36e-02    2.66e-02    4.7e-08
4332000      1.79e-02    1.92e-02      5.26e-04    4.04e-04      1.67e-02    1.83e-02    4.7e-08
4333000      1.64e-02    1.39e-02      3.80e-04    1.30e-04      1.56e-02    1.36e-02    4.7e-08
4334000      1.83e-02    1.28e-01      1.50e-04    1.58e-05      1.78e-02    1.25e-01    4.7e-08
4335000      8.80e-02    3.34e-02      1.83e-04    7.24e-04      8.60e-02    3.18e-02    4.6e-08
4336000      2.23e-02    2.99e-02      4.61e-04    4.31e-04      2.13e-02    2.89e-02    4.6e-08
4337000      3.16e-02    6.01e-02      4.56e-04    2.35e-03      3.06e-02    5.37e-02    4.6e-08
4338000      2.18e-02    5.41e-02      1.04e-03    2.36e-03      1.85e-02    4.71e-02    4.6e-08
4339000      1.84e-02    2.57e-02      2.66e-04    2.41e-04      1.77e-02    2.50e-02    4.6e-08
4340000      3.45e-02    2.09e-02      3.65e-04    3.31e-04      3.35e-02    2.01e-02    4.6e-08
4341000      3.92e-02    2.81e-02      1.60e-03    1.94e-04      3.47e-02    2.74e-02    4.6e-08
4342000      6.66e-02    1.95e-02      3.29e-03    3.94e-08      5.59e-02    1.91e-02    4.6e-08
4343000      2.28e-02    2.13e-02      3.69e-04    4.23e-04      2.20e-02    2.04e-02    4.6e-08
4344000      3.03e-02    5.53e-02      1.12e-03    2.49e-03      2.73e-02    4.79e-02    4.6e-08
4345000      4.43e-02    2.84e-02      1.78e-03    1.62e-04      3.94e-02    2.77e-02    4.5e-08
4346000      2.20e-02    2.13e-02      2.27e-04    2.46e-04      2.13e-02    2.07e-02    4.5e-08
4347000      3.61e-02    3.81e-02      7.64e-08    1.80e-03      3.53e-02    3.24e-02    4.5e-08
4348000      3.83e-02    2.12e-02      2.29e-03    4.49e-04      2.94e-02    2.02e-02    4.5e-08
4349000      9.04e-02    1.53e-02      3.93e-03    5.49e-04      7.89e-02    1.39e-02    4.5e-08
4350000      9.81e-02    2.25e-02      8.65e-03    7.41e-04      3.84e-02    2.07e-02    4.5e-08
4351000      1.83e-02    5.17e-02      2.71e-04    9.59e-04      1.77e-02    4.96e-02    4.5e-08
4352000      9.52e-02    5.48e-02      3.86e-03    3.03e-03      8.45e-02    4.38e-02    4.5e-08
4353000      3.73e-02    3.83e-02      2.34e-03    1.50e-03      2.77e-02    3.42e-02    4.5e-08
4354000      3.26e-02    2.58e-02      1.53e-03    5.14e-04      2.78e-02    2.47e-02    4.5e-08
4355000      3.23e-02    3.84e-02      4.79e-04    2.10e-03      3.13e-02    3.10e-02    4.4e-08
4356000      3.67e-02    4.75e-02      2.70e-03    1.60e-03      2.32e-02    4.36e-02    4.4e-08
4357000      4.84e-02    4.69e-02      2.45e-03    2.35e-03      4.03e-02    3.91e-02    4.4e-08
4358000      1.15e-02    3.12e-02      1.93e-04    1.71e-03      1.11e-02    2.51e-02    4.4e-08
4359000      6.37e-02    2.02e-02      5.67e-04    3.22e-04      6.21e-02    1.95e-02    4.4e-08
4360000      2.47e-02    8.93e-03      1.72e-03    9.44e-05      1.67e-02    8.68e-03    4.4e-08
4361000      6.62e-02    3.13e-02      3.47e-03    1.86e-03      5.43e-02    2.40e-02    4.4e-08
4362000      1.74e-02    4.44e-02      4.12e-04    3.60e-03      1.65e-02    2.34e-02    4.4e-08
4363000      1.31e-01    3.88e-02      9.07e-03    1.69e-03      8.92e-02    3.38e-02    4.4e-08
4364000      7.79e-02    5.43e-02      1.84e-03    1.36e-03      7.39e-02    5.13e-02    4.4e-08
4365000      2.09e-02    5.11e-02      1.75e-04    3.57e-03      2.04e-02    3.44e-02    4.3e-08
4366000      1.51e-01    2.62e-02      4.40e-03    4.63e-05      1.40e-01    2.56e-02    4.3e-08
4367000      9.16e-02    9.23e-03      4.55e-03    1.47e-04      7.68e-02    8.92e-03    4.3e-08
4368000      3.85e-02    2.73e-02      1.91e-03    4.38e-04      3.23e-02    2.63e-02    4.3e-08
4369000      4.82e-02    2.95e-02      2.31e-03    1.01e-03      4.09e-02    2.70e-02    4.3e-08
4370000      2.40e-02    1.70e-02      3.97e-04    2.36e-04      2.31e-02    1.65e-02    4.3e-08
4371000      4.30e-02    3.33e-02      2.94e-03    7.63e-04      2.96e-02    3.16e-02    4.3e-08
