#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
2330000      2.33e-01    3.79e-02      4.84e-03    6.87e-04      9.56e-02    1.56e-02    4.7e-06
2331000      6.85e-02    3.96e-02      4.53e-04    4.69e-04      2.87e-02    1.65e-02    4.7e-06
2332000      2.77e-02    1.08e-01      4.33e-04    5.85e-03      1.15e-02    3.76e-02    4.7e-06
2333000      4.19e-02    8.55e-02      2.82e-04    2.51e-04      1.75e-02    3.59e-02    4.7e-06
2334000      9.30e-02    1.29e-01      1.68e-03    4.61e-04      3.84e-02    5.40e-02    4.7e-06
2335000      4.62e-02    2.07e-02      4.50e-04    2.79e-04      1.94e-02    8.63e-03    4.6e-06
2336000      5.08e-02    9.49e-02      5.86e-04    7.31e-04      2.13e-02    3.99e-02    4.6e-06
2337000      7.94e-02    8.34e-02      9.56e-04    1.94e-03      3.33e-02    3.42e-02    4.6e-06
2338000      5.48e-02    7.75e-02      1.71e-04    1.17e-03      2.31e-02    3.23e-02    4.6e-06
2339000      4.72e-02    5.85e-02      2.13e-05    5.50e-04      1.99e-02    2.46e-02    4.6e-06
2340000      9.97e-02    6.01e-02      1.10e-04    3.83e-04      4.23e-02    2.54e-02    4.6e-06
2341000      7.02e-02    6.96e-02      4.10e-04    1.78e-04      2.97e-02    2.95e-02    4.6e-06
2342000      5.42e-02    6.78e-02      6.68e-04    5.07e-04      2.28e-02    2.87e-02    4.6e-06
2343000      4.15e-02    5.63e-02      1.24e-04    1.69e-03      1.76e-02    2.27e-02    4.6e-06
2344000      1.04e-01    7.57e-02      1.53e-03    2.09e-03      4.37e-02    3.08e-02    4.6e-06
2345000      5.57e-02    8.47e-02      1.54e-03    8.12e-04      2.27e-02    3.59e-02    4.5e-06
2346000      1.14e-01    4.86e-02      1.93e-03    2.19e-03      4.80e-02    1.83e-02    4.5e-06
2347000      1.89e-01    2.22e-02      6.64e-03    5.65e-04      7.50e-02    9.12e-03    4.5e-06
2348000      6.06e-02    4.80e-02      2.54e-03    1.15e-03      2.33e-02    1.98e-02    4.5e-06
2349000      5.62e-02    5.20e-02      2.71e-03    8.15e-04      2.07e-02    2.18e-02    4.5e-06
2350000      2.06e-01    4.63e-02      6.73e-03    4.14e-04      8.30e-02    1.97e-02    4.5e-06
2351000      4.30e-02    5.94e-02      4.76e-04    2.97e-04      1.83e-02    2.54e-02    4.5e-06
2352000      8.59e-02    1.17e-01      8.90e-05    2.10e-03      3.67e-02    4.90e-02    4.5e-06
2353000      2.12e-01    6.01e-02      7.47e-03    2.35e-03      8.46e-02    2.35e-02    4.5e-06
2354000      7.47e-02    5.83e-02      1.64e-04    4.97e-04      3.19e-02    2.48e-02    4.5e-06
2355000      9.15e-02    3.03e-02      1.27e-03    8.78e-04      3.89e-02    1.24e-02    4.4e-06
2356000      7.66e-02    6.57e-02      1.39e-03    8.83e-04      3.24e-02    2.80e-02    4.4e-06
2357000      5.14e-02    9.10e-02      1.19e-03    2.80e-03      2.14e-02    3.71e-02    4.4e-06
2358000      4.35e-02    5.54e-02      2.75e-04    1.66e-03      1.86e-02    2.26e-02    4.4e-06
2359000      7.15e-02    5.06e-02      1.53e-03    8.59e-04      3.00e-02    2.14e-02    4.4e-06
2360000      6.19e-02    4.51e-02      2.68e-03    2.10e-03      2.39e-02    1.71e-02    4.4e-06
2361000      1.18e-01    1.58e-01      6.58e-04    3.77e-03      5.10e-02    6.61e-02    4.4e-06
2362000      4.99e-02    5.86e-02      1.32e-03    6.16e-04      2.07e-02    2.51e-02    4.4e-06
2363000      1.09e-01    3.88e-02      2.23e-03    2.42e-03      4.60e-02    1.28e-02    4.4e-06
2364000      7.93e-02    7.19e-02      1.19e-03    6.48e-04      3.38e-02    3.09e-02    4.4e-06
2365000      7.34e-02    4.55e-02      5.28e-04    4.97e-04      3.17e-02    1.96e-02    4.3e-06
2366000      8.45e-02    6.60e-02      1.49e-03    1.47e-03      3.61e-02    2.79e-02    4.3e-06
2367000      6.95e-02    7.87e-02      1.20e-03    2.60e-03      2.97e-02    3.21e-02    4.3e-06
2368000      2.58e-02    5.52e-02      1.35e-03    7.90e-04      9.42e-03    2.37e-02    4.3e-06
2369000      5.46e-02    1.61e-01      4.57e-04    2.09e-03      2.36e-02    6.93e-02    4.3e-06
2370000      1.61e-01    5.78e-02      2.86e-03    1.44e-03      6.92e-02    2.43e-02    4.3e-06
2371000      6.44e-02    7.05e-02      4.78e-04    1.64e-03      2.80e-02    2.98e-02    4.3e-06
2372000      1.55e-01    2.18e-02      1.29e-02    1.24e-03      3.47e-02    7.68e-03    4.3e-06
2373000      4.15e-02    7.62e-02      8.61e-04    2.96e-03      1.77e-02    3.04e-02    4.3e-06
2374000      1.17e-01    5.57e-02      2.82e-04    3.00e-04      5.12e-02    2.42e-02    4.3e-06
2375000      5.23e-02    3.29e-02      1.17e-03    1.66e-03      2.23e-02    1.23e-02    4.2e-06
2376000      4.52e-02    4.63e-02      1.70e-05    1.10e-03      1.98e-02    1.97e-02    4.2e-06
2377000      8.59e-02    4.51e-02      2.19e-03    9.14e-04      3.63e-02    1.93e-02    4.2e-06
2378000      3.80e-02    2.16e-01      6.56e-04    2.85e-03      1.64e-02    9.36e-02    4.2e-06
2379000      4.06e-02    4.39e-02      2.87e-04    1.34e-03      1.77e-02    1.82e-02    4.2e-06
2380000      1.18e-01    3.01e-02      7.65e-03    8.01e-04      3.87e-02    1.27e-02    4.2e-06
2381000      9.27e-02    5.10e-02      1.65e-03    1.58e-03      4.01e-02    2.12e-02    4.2e-06
2382000      9.47e-02    5.19e-02      4.81e-04    8.72e-04      4.16e-02    2.25e-02    4.2e-06
2383000      9.90e-02    7.21e-02      3.44e-04    4.20e-04      4.35e-02    3.17e-02    4.2e-06
2384000      4.83e-02    5.26e-02      3.49e-03    8.58e-04      1.41e-02    2.28e-02    4.2e-06
2385000      3.93e-02    9.32e-02      4.91e-05    1.12e-03      1.74e-02    4.09e-02    4.1e-06
2386000      4.29e-02    7.11e-02      1.25e-03    3.37e-04      1.81e-02    3.14e-02    4.1e-06
2387000      8.71e-02    6.98e-02      4.21e-04    1.06e-03      3.84e-02    3.05e-02    4.1e-06
2388000      4.69e-02    7.80e-02      1.53e-03    8.90e-04      1.95e-02    3.42e-02    4.1e-06
2389000      5.06e-02    4.82e-02      8.66e-04    3.95e-04      2.20e-02    2.12e-02    4.1e-06
2390000      1.37e-01    5.79e-02      1.92e-03    1.56e-03      6.04e-02    2.47e-02    4.1e-06
2391000      7.12e-02    1.38e-01      1.56e-03    3.60e-03      3.08e-02    5.89e-02    4.1e-06
2392000      3.88e-02    5.33e-02      9.45e-04    9.93e-04      1.67e-02    2.32e-02    4.1e-06
2393000      7.20e-02    4.89e-02      5.74e-04    6.96e-04      3.19e-02    2.15e-02    4.1e-06
2394000      4.36e-02    1.20e-01      1.35e-03    3.37e-03      1.83e-02    5.08e-02    4.1e-06
2395000      9.35e-02    6.35e-02      1.58e-05    1.60e-04      4.17e-02    2.83e-02    4.0e-06
2396000      4.88e-02    4.07e-02      3.05e-05    7.41e-04      2.18e-02    1.79e-02    4.0e-06
2397000      7.74e-02    7.19e-02      4.03e-03    1.58e-03      2.90e-02    3.12e-02    4.0e-06
2398000      4.90e-02    6.93e-02      2.01e-03    1.76e-04      1.98e-02    3.09e-02    4.0e-06
2399000      2.00e-01    3.11e-02      7.33e-03    4.99e-04      8.23e-02    1.37e-02    4.0e-06
2400000      4.19e-02    3.82e-02      5.86e-04    1.24e-03      1.86e-02    1.61e-02    4.0e-06
2401000      6.89e-02    5.13e-02      1.44e-03    1.44e-03      3.01e-02    2.20e-02    4.0e-06
2402000      4.71e-02    3.62e-02      4.10e-04    6.21e-04      2.10e-02    1.60e-02    4.0e-06
2403000      1.38e-01    3.56e-02      1.07e-03    1.85e-04      6.18e-02    1.59e-02    4.0e-06
2404000      8.21e-02    5.76e-02      2.96e-04    1.25e-03      3.68e-02    2.52e-02    4.0e-06
2405000      5.75e-02    3.66e-02      5.65e-04    1.50e-03      2.58e-02    1.49e-02    3.9e-06
2406000      4.97e-02    6.62e-02      1.36e-03    1.62e-03      2.15e-02    2.88e-02    3.9e-06
2407000      6.77e-02    6.71e-02      3.46e-04    5.67e-04      3.04e-02    3.01e-02    3.9e-06
2408000      1.60e-01    1.65e-01      7.85e-03    1.95e-03      6.20e-02    7.38e-02    3.9e-06
2409000      3.17e-02    8.12e-02      1.15e-03    2.50e-04      1.32e-02    3.65e-02    3.9e-06
2410000      1.50e-01    9.07e-02      4.92e-03    4.13e-03      6.39e-02    3.62e-02    3.9e-06
2411000      8.14e-02    6.04e-02      1.44e-03    1.37e-03      3.62e-02    2.65e-02    3.9e-06
2412000      4.06e-02    4.85e-02      4.20e-04    1.04e-04      1.83e-02    2.19e-02    3.9e-06
2413000      4.84e-02    8.09e-02      1.24e-03    1.13e-03      2.11e-02    3.62e-02    3.9e-06
2414000      7.51e-02    3.96e-02      1.36e-03    3.88e-04      3.34e-02    1.78e-02    3.9e-06
2415000      3.72e-02    1.03e-01      7.95e-04    5.20e-04      1.65e-02    4.66e-02    3.8e-06
2416000      3.82e-02    8.51e-02      5.92e-04    3.68e-03      1.71e-02    3.46e-02    3.8e-06
2417000      3.81e-02    6.54e-02      7.37e-04    1.14e-03      1.70e-02    2.92e-02    3.8e-06
2418000      4.67e-02    6.96e-02      3.56e-04    1.39e-04      2.11e-02    3.16e-02    3.8e-06
2419000      8.59e-02    1.02e-01      3.32e-03    1.31e-03      3.57e-02    4.61e-02    3.8e-06
2420000      2.92e-02    2.64e-02      1.44e-03    1.71e-03      1.14e-02    8.92e-03    3.8e-06
2421000      4.09e-02    8.26e-02      6.30e-04    1.63e-03      1.84e-02    3.69e-02    3.8e-06
2422000      1.19e-01    1.01e-01      4.46e-04    5.60e-04      5.42e-02    4.61e-02    3.8e-06
2423000      6.44e-02    9.09e-02      3.94e-05    1.59e-03      2.94e-02    4.08e-02    3.8e-06
2424000      1.06e-01    1.34e-01      1.83e-03    1.53e-03      4.78e-02    6.08e-02    3.8e-06
2425000      4.32e-02    4.52e-02      4.56e-04    3.13e-04      1.97e-02    2.07e-02    3.8e-06
2426000      8.48e-02    8.43e-02      2.17e-03    4.48e-04      3.75e-02    3.86e-02    3.8e-06
2427000      2.41e-01    9.79e-02      1.20e-02    6.83e-04      9.46e-02    4.48e-02    3.8e-06
2428000      7.10e-02    6.54e-02      1.46e-03    2.16e-04      3.18e-02    3.00e-02    3.8e-06
2429000      1.27e-01    8.31e-02      2.90e-03    2.67e-04      5.64e-02    3.81e-02    3.8e-06
2430000      6.62e-02    3.96e-02      6.49e-04    1.27e-04      3.03e-02    1.82e-02    3.7e-06
2431000      6.82e-02    4.16e-02      1.96e-04    1.54e-04      3.14e-02    1.92e-02    3.7e-06
2432000      2.33e-01    7.75e-02      1.12e-02    1.20e-03      9.32e-02    3.52e-02    3.7e-06
2433000      4.65e-02    4.32e-02      1.58e-04    1.47e-03      2.14e-02    1.87e-02    3.7e-06
2434000      5.33e-02    6.81e-02      3.99e-04    4.12e-04      2.45e-02    3.13e-02    3.7e-06
2435000      4.65e-02    7.68e-02      2.98e-04    3.67e-04      2.15e-02    3.55e-02    3.7e-06
2436000      9.40e-02    3.57e-02      2.78e-03    7.91e-04      4.14e-02    1.61e-02    3.7e-06
2437000      3.85e-02    3.44e-02      7.32e-04    1.09e-03      1.75e-02    1.50e-02    3.7e-06
2438000      7.56e-02    8.74e-02      3.57e-03    9.07e-04      3.05e-02    4.02e-02    3.7e-06
2439000      4.28e-02    4.20e-02      5.62e-04    9.25e-04      1.96e-02    1.89e-02    3.7e-06
2440000      4.59e-02    1.85e-02      8.74e-04    6.02e-04      2.09e-02    8.09e-03    3.6e-06
2441000      1.09e-01    4.14e-02      2.62e-03    9.91e-04      4.91e-02    1.87e-02    3.6e-06
2442000      9.80e-02    6.28e-02      3.33e-03    7.34e-04      4.26e-02    2.90e-02    3.6e-06
2443000      1.38e-01    1.40e-01      3.87e-03    1.37e-03      6.15e-02    6.50e-02    3.6e-06
2444000      3.43e-02    5.90e-02      7.67e-04    1.44e-03      1.55e-02    2.66e-02    3.6e-06
2445000      1.48e-01    2.39e-02      6.53e-03    2.02e-04      6.14e-02    1.11e-02    3.6e-06
2446000      3.63e-02    7.87e-02      4.12e-04    1.51e-03      1.68e-02    3.60e-02    3.6e-06
2447000      4.23e-02    4.62e-02      2.89e-04    2.06e-04      1.97e-02    2.16e-02    3.6e-06
2448000      5.05e-02    2.94e-02      4.03e-04    9.67e-04      2.35e-02    1.29e-02    3.6e-06
2449000      5.12e-02    5.35e-02      7.89e-04    3.03e-04      2.36e-02    2.50e-02    3.6e-06
2450000      7.29e-02    5.69e-02      2.47e-04    3.75e-03      3.42e-02    1.95e-02    3.5e-06
2451000      7.36e-02    6.04e-02      3.86e-04    2.55e-04      3.45e-02    2.83e-02    3.5e-06
2452000      5.12e-02    6.04e-02      2.86e-04    1.51e-03      2.40e-02    2.74e-02    3.5e-06
2453000      1.67e-01    6.02e-02      5.04e-03    5.72e-04      7.45e-02    2.81e-02    3.5e-06
2454000      5.60e-02    4.05e-02      1.91e-04    5.25e-04      2.63e-02    1.88e-02    3.5e-06
2455000      6.47e-02    3.06e-02      6.48e-04    4.45e-04      3.03e-02    1.43e-02    3.5e-06
2456000      4.52e-02    4.48e-02      2.00e-04    3.61e-04      2.13e-02    2.11e-02    3.5e-06
2457000      3.03e-02    6.46e-02      8.74e-04    1.22e-03      1.36e-02    2.98e-02    3.5e-06
2458000      4.27e-02    3.81e-02      4.06e-04    9.97e-04      2.00e-02    1.73e-02    3.5e-06
2459000      1.75e-01    4.02e-02      6.35e-03    8.24e-04      7.63e-02    1.85e-02    3.5e-06
2460000      6.41e-02    3.35e-02      6.15e-04    2.42e-04      3.02e-02    1.58e-02    3.5e-06
2461000      4.20e-02    6.02e-02      1.37e-03    2.46e-03      1.87e-02    2.58e-02    3.5e-06
2462000      8.36e-02    3.68e-02      2.31e-03    3.92e-04      3.79e-02    1.73e-02    3.5e-06
2463000      5.33e-02    1.79e-01      1.93e-03    3.43e-03      2.34e-02    8.28e-02    3.5e-06
2464000      5.45e-02    5.98e-02      8.65e-04    5.56e-04      2.55e-02    2.82e-02    3.5e-06
2465000      4.87e-02    7.98e-02      1.35e-04    3.65e-03      2.31e-02    3.34e-02    3.4e-06
2466000      1.52e-01    1.92e-02      4.63e-03    2.29e-05      6.84e-02    9.13e-03    3.4e-06
2467000      2.43e-01    1.11e-01      1.03e-02    2.21e-03      1.04e-01    5.14e-02    3.4e-06
2468000      7.00e-02    6.65e-02      1.02e-03    2.41e-03      3.29e-02    2.93e-02    3.4e-06
2469000      7.65e-02    3.95e-02      5.25e-06    1.16e-04      3.64e-02    1.88e-02    3.4e-06
2470000      1.72e-01    3.50e-02      6.94e-04    3.41e-04      8.21e-02    1.66e-02    3.4e-06
2471000      1.15e-01    9.55e-02      2.23e-03    1.81e-03      5.39e-02    4.47e-02    3.4e-06
2472000      6.98e-02    3.94e-02      9.72e-04    2.71e-03      3.30e-02    1.32e-02    3.4e-06
2473000      3.49e-02    5.28e-02      4.99e-04    3.16e-03      1.65e-02    1.98e-02    3.4e-06
2474000      4.55e-02    5.32e-02      7.14e-05    4.66e-04      2.17e-02    2.53e-02    3.4e-06
2475000      1.04e-01    5.06e-02      3.29e-03    5.21e-04      4.69e-02    2.41e-02    3.3e-06
2476000      4.60e-02    7.51e-02      1.39e-03    2.90e-04      2.10e-02    3.60e-02    3.3e-06
2477000      6.84e-02    2.59e-02      1.29e-04    2.91e-04      3.28e-02    1.24e-02    3.3e-06
2478000      4.14e-02    7.04e-02      4.01e-04    6.12e-04      1.98e-02    3.36e-02    3.3e-06
2479000      7.08e-02    6.72e-02      3.17e-03    1.75e-03      3.01e-02    3.11e-02    3.3e-06
2480000      1.48e-01    4.22e-02      2.68e-03    1.47e-03      7.01e-02    1.90e-02    3.3e-06
2481000      7.70e-02    3.04e-02      4.27e-04    2.39e-04      3.70e-02    1.46e-02    3.3e-06
2482000      1.51e-01    5.54e-02      7.73e-03    1.56e-03      6.14e-02    2.55e-02    3.3e-06
2483000      8.00e-02    7.25e-02      2.16e-03    1.45e-03      3.70e-02    3.42e-02    3.3e-06
2484000      6.41e-02    7.28e-02      6.95e-04    1.54e-03      3.07e-02    3.42e-02    3.3e-06
2485000      1.33e-01    5.93e-02      3.01e-03    1.76e-03      6.24e-02    2.73e-02    3.3e-06
2486000      5.79e-02    4.35e-02      2.90e-04    2.56e-04      2.80e-02    2.10e-02    3.3e-06
2487000      4.12e-02    7.87e-02      2.32e-05    3.57e-04      1.99e-02    3.80e-02    3.3e-06
2488000      4.35e-02    3.24e-02      3.78e-04    1.67e-03      2.10e-02    1.33e-02    3.3e-06
2489000      7.72e-02    4.75e-02      1.89e-03    6.88e-04      3.61e-02    2.27e-02    3.3e-06
2490000      7.87e-02    3.67e-02      2.03e-03    9.57e-04      3.69e-02    1.72e-02    3.2e-06
2491000      1.08e-01    5.23e-02      2.18e-03    5.00e-04      5.13e-02    2.53e-02    3.2e-06
2492000      3.77e-02    3.65e-02      1.77e-03    3.39e-05      1.60e-02    1.77e-02    3.2e-06
2493000      3.64e-02    4.33e-02      2.08e-04    1.27e-03      1.77e-02    2.01e-02    3.2e-06
2494000      5.63e-02    7.39e-02      8.46e-04    6.16e-04      2.70e-02    3.58e-02    3.2e-06
2495000      5.84e-02    6.90e-02      8.32e-04    1.45e-03      2.82e-02    3.29e-02    3.2e-06
2496000      2.51e-02    8.16e-02      3.27e-04    4.53e-03      1.21e-02    3.25e-02    3.2e-06
2497000      6.40e-02    6.61e-02      9.44e-04    2.00e-04      3.09e-02    3.22e-02    3.2e-06
2498000      5.47e-02    3.94e-02      1.66e-04    8.87e-05      2.67e-02    1.92e-02    3.2e-06
2499000      7.70e-02    4.15e-02      1.02e-04    9.54e-05      3.76e-02    2.02e-02    3.2e-06
2500000      2.12e-02    4.47e-02      5.89e-05    8.98e-04      1.04e-02    2.14e-02    3.2e-06
2501000      4.82e-02    4.25e-02      8.57e-05    1.31e-03      2.36e-02    1.98e-02    3.2e-06
2502000      6.81e-02    4.98e-02      1.39e-03    2.50e-04      3.27e-02    2.44e-02    3.2e-06
2503000      4.46e-02    6.79e-02      2.43e-03    2.80e-03      1.80e-02    3.01e-02    3.2e-06
2504000      6.93e-02    6.64e-02      2.14e-03    1.41e-03      3.22e-02    3.18e-02    3.2e-06
2505000      4.80e-02    5.46e-02      8.45e-04    8.44e-04      2.32e-02    2.65e-02    3.1e-06
2506000      2.51e-02    4.17e-02      6.22e-04    5.49e-04      1.19e-02    2.03e-02    3.1e-06
2507000      6.32e-02    6.11e-02      7.42e-04    1.18e-03      3.09e-02    2.95e-02    3.1e-06
2508000      2.28e-01    1.73e-01      7.80e-03    3.99e-03      1.05e-01    8.26e-02    3.1e-06
2509000      5.41e-02    4.56e-02      1.15e-03    5.14e-04      2.60e-02    2.23e-02    3.1e-06
2510000      5.65e-02    6.60e-02      5.24e-04    1.30e-03      2.78e-02    3.20e-02    3.1e-06
2511000      5.20e-02    6.63e-02      9.80e-04    1.98e-04      2.52e-02    3.28e-02    3.1e-06
2512000      7.45e-02    4.21e-02      1.15e-03    1.40e-03      3.64e-02    1.96e-02    3.1e-06
2513000      7.68e-02    6.66e-02      5.36e-04    1.81e-03      3.79e-02    3.16e-02    3.1e-06
2514000      9.64e-02    6.46e-02      2.35e-03    1.17e-03      4.61e-02    3.14e-02    3.1e-06
2515000      4.29e-02    7.49e-02      8.47e-04    2.72e-03      2.09e-02    3.45e-02    3.1e-06
2516000      8.00e-02    1.08e-01      1.17e-03    2.07e-03      3.93e-02    5.25e-02    3.1e-06
2517000      7.14e-02    8.17e-02      4.10e-04    3.40e-04      3.54e-02    4.06e-02    3.1e-06
2518000      5.35e-02    5.83e-02      6.18e-04    7.53e-04      2.64e-02    2.87e-02    3.1e-06
2519000      6.98e-02    5.19e-02      1.42e-03    1.29e-03      3.39e-02    2.49e-02    3.1e-06
2520000      3.43e-02    3.29e-02      5.50e-04    7.68e-05      1.69e-02    1.64e-02    3.0e-06
2521000      2.35e-02    6.30e-02      1.08e-03    1.13e-03      1.03e-02    3.09e-02    3.0e-06
2522000      4.65e-02    6.49e-02      6.75e-04    1.29e-03      2.29e-02    3.17e-02    3.0e-06
2523000      8.29e-02    1.20e-01      5.90e-04    2.34e-03      4.13e-02    5.84e-02    3.0e-06
2524000      5.13e-02    6.41e-02      7.64e-04    4.52e-04      2.53e-02    3.19e-02    3.0e-06
2525000      7.06e-02    6.32e-02      2.87e-04    6.60e-04      3.53e-02    3.15e-02    3.0e-06
2526000      5.44e-02    5.66e-02      2.75e-03    1.29e-03      2.32e-02    2.75e-02    3.0e-06
2527000      7.87e-02    4.81e-02      1.63e-03    3.54e-05      3.85e-02    2.41e-02    3.0e-06
2528000      1.39e-01    6.63e-02      5.95e-03    8.02e-04      6.23e-02    3.30e-02    3.0e-06
2529000      1.82e-01    3.66e-02      7.43e-03    6.18e-04      8.27e-02    1.81e-02    3.0e-06
2530000      4.09e-02    8.81e-02      5.41e-04    1.24e-03      2.04e-02    4.39e-02    3.0e-06
2531000      4.64e-02    1.04e-01      3.25e-04    1.92e-03      2.33e-02    5.13e-02    3.0e-06
